index,y
257,330.12092046207823
258,182.80736943163942
259,370.0001783032795
260,196.6056052222877
261,232.4557802459782
262,330.36233010332177
263,248.07706999974977
264,105.77886255228422
265,427.2394546407047
266,170.24379588225815
267,122.6179803133067
268,176.86112433807568
269,130.96143486548712
270,595.4594774479361
271,234.3537825677275
272,655.4436593712927
273,1988.2218667124314
274,468.39257084363146
275,125.97715569250056
276,454.7404241484983
277,519.1795068367707
278,477.33295772825295
279,669.925134828578
280,163.40879020163234
281,199.7223873384095
282,221.22480052328456
283,156.7138020907975
284,189.075488505746
285,250.79792341363344
286,721.4229148160642
287,144.37240682390765
288,168.08560547672928
289,347.0790343886344
290,315.3238942343223
291,225.04145958222594
292,210.19479293519768
293,246.47417592102514
294,219.74152889129422
295,335.6814759833137
296,338.9464698027529
297,802.8554313884157
298,431.8972929459348
299,654.6520518838231
300,731.0525337144705
301,270.20588486880143
302,343.938670222802
303,301.67941170622754
304,1080.4930361531115
305,146.22646913177883
306,531.4092735164301
307,451.5884223920927
308,206.45266254238174
309,505.07339689533865
310,401.44568275467645
311,134.4608841774646
312,212.73177482112757
313,174.31491804458867
314,282.7496674569886
315,218.3314732528155
316,286.56033025049857
317,216.49305448728552
318,1111.5175959050484
319,565.3661465259097
320,615.3674780279734
321,297.8074371744401
322,1070.0364370557472
323,793.5412256294915
324,644.7465931726514
325,133.87769200573325
326,311.62061164045895
327,320.5071216622287
328,215.38395805949796
329,842.6383807108862
330,396.6291120397063
331,251.10406308482567
332,449.20756790513633
333,596.7483910322915
334,424.82621358990025
335,427.3237635383991
336,161.18348729995418
337,411.6779891786
338,2186.130566065114
339,110.71930719199624
340,276.73453818385656
341,318.1937948242988
342,217.95166287201147
343,350.105910681083
344,947.4270128177382
345,344.85079187785607
346,594.3006343457256
347,341.60833518019143
348,931.1375896035429
349,125.10799229329167
350,475.21703970041347
351,382.1125233112954
352,151.1719974165046
353,220.32948901170235
354,700.4471800477393
355,707.2583108699764
356,138.67231761717267
357,333.19221325639046
358,333.75798509283095
359,573.4004737062327
360,405.37300485015726
361,157.57229446049914
362,452.71032905641147
363,332.3701413151889
364,344.96138375221625
365,273.19262065577743
366,432.1211459481687
367,244.3339771069978
368,353.06703439137766
369,269.80802894533554
370,524.6514640687984
371,142.9734503152473
372,671.2013475695416
373,212.7779024958797
374,147.78006791307396
375,780.8361846851661
376,500.63484252156996
377,350.0545819776849
378,635.5342364988538
379,1112.3407013798849
380,487.85650937713575
381,457.6341465887825
382,228.67154757047675
383,370.2325730674529
384,738.3927660080506
385,407.91088502729343
386,615.8069578920952
387,112.21501600819643
388,221.96264268709905
389,349.9451909268422
390,635.364194811277
391,417.9365459768945
392,815.7422438092616
393,449.43349637719996
394,594.3019069906186
395,317.5605697489637
396,117.05675701905851
397,254.93928344233157
398,286.1406654518701
399,203.25651060718093
400,303.67481629335924
401,284.4693268514313
402,171.45247562569912
403,1287.496892101171
404,109.56467796562319
405,265.6151793081635
406,543.8346147688258
407,273.79680473059574
408,510.6285599769237
409,434.39363393292786
410,2051.917928767257
411,95.75073231159313
412,280.3951643973066
413,253.33718449596316
414,157.0641795885813
415,129.68189049955024
416,494.6729443909958
417,90.18024741918099
418,234.62790123680907
419,261.7499534008171
420,361.10451999514345
421,270.41344642631185
422,2265.7711712678524
423,290.4570476308681
424,1530.824147763902
425,935.6443313087618
426,159.09948764036113
427,259.5939495551919
428,387.7049393201156
429,332.7905239230268
430,265.78425604701295
431,314.6427579155227
432,191.1360346715897
433,508.23123972424696
434,818.5725128881896
435,288.4207409320515
436,232.33606851293374
437,199.4499044707134
438,702.2884857275701
439,505.62628181099575
440,218.99511211593185
441,613.706741431692
442,338.15942920455143
443,191.3778533829071
444,112.20259670450938
445,594.4837085719882
446,278.6665674629559
447,421.08850433646506
448,164.42603465869655
449,429.69227199682484
450,196.7585599069049
451,321.289352629939
452,926.7153896988156
453,265.86223260101906
454,574.5418861016894
455,186.78198814946032
456,150.23309780546978
457,373.45815172870306
458,275.36432671188464
459,110.09405230056166
460,763.2231798311118
461,456.2671256370846
462,560.0128218826964
463,682.2868652264978
464,418.86591857955244
465,117.64435898267075
466,633.3951046482072
467,195.23784614009242
468,509.03094977048386
469,384.1454019535568
470,762.6779720159036
471,486.1866225652435
472,157.8154268826567
473,241.22313087924692
474,295.7296533038667
475,664.4490545728339
476,399.9865792012546
477,106.68015445988577
478,213.27136189242697
479,235.5340208908047
480,440.6320313281529
481,315.9936781270926
482,434.03469602324515
483,960.2646123235212
484,655.0790919252221
485,726.6248025294
486,133.0767643091195
487,403.24059020726634
488,140.78280889201952
489,253.62960122790125
490,242.64949997214606
491,174.5362276669336
492,142.3457879797282
493,261.26051773939395
494,677.6441238104845
495,322.04202762282733
496,498.2511374457709
497,551.1181520684987
498,758.8408585477324
499,102.15694421871761
500,711.4851391420074
501,314.1016329158906
502,247.46871118599142
503,437.04285287387
504,647.3626170579431
505,1216.1333677474145
506,124.4472890599559
507,508.01274408062295
508,413.0255190048176
509,112.58313635561635
510,388.5471086035883
511,229.2374623700929
512,233.79978981156432
513,347.06369306226685
514,239.46480562982313
515,1003.2580024863967
516,548.5397198443947
517,88.33603635532543
518,537.3963503116125
519,163.86860227724344
520,189.5937644452177
521,418.5621169168538
522,586.6514049382649
523,543.5120990899505
524,124.31948604958627
525,452.38732749946985
526,105.35822956509868
527,348.0776390157834
528,492.0514205951784
529,207.08175798053472
530,507.4364946097158
531,1114.0810648649424
532,409.25736730081053
533,340.3561403536014
534,374.77377310285755
535,312.0268343845239
536,309.2669136079834
537,167.5261699351022
538,163.59640739463717
539,194.84423187865067
540,400.6728532897338
541,583.765169853406
542,472.5872034724512
543,337.66965423262155
544,329.72824075468696
545,135.4590671838301
546,300.51503214563485
547,519.1319000200727
548,817.1081632623798
549,164.60920007021213
550,238.6935169980136
551,610.1819153777736
552,716.1363138536587
553,530.6945446752701
554,843.1059255567716
555,767.4003917148345
556,381.9084654433889
557,111.19531292110229
558,154.42512432591218
559,553.4839648930246
560,598.8798930933086
561,679.5659895913581
562,492.520017840361
563,528.9347664875619
564,179.39952085779302
565,288.91907580376164
566,330.3895393302231
567,506.7936549508116
568,243.62111366164103
569,162.3284266719315
570,317.41815831442284
571,246.01929195843587
572,938.2238843058947
573,193.047628782237
574,459.01794251118065
575,881.8650352325078
576,639.5866548460389
577,220.28106020732386
578,443.6226065816197
579,715.5582506012224
580,222.9264625858072
581,854.2409472012841
582,729.9166536808777
583,241.87852920992077
584,577.8731338797303
585,324.27712476460664
586,364.3975284762345
587,279.99322335920954
588,288.60977464039485
589,316.5232758651058
590,206.7169074133127
591,146.2753235545552
592,1370.4551511753239
593,438.3826443275449
594,240.59953229538365
595,727.6462521165423
596,356.7086588972925
597,241.24627999884592
598,404.232976338502
599,661.1630807092075
600,126.90820074229903
601,238.60861536529197
602,1193.746741096504
603,515.854319085269
604,222.10304047262443
605,261.90313522880405
606,164.9945714275704
607,199.5263576839112
608,520.9278851676852
609,196.57567242250678
610,662.948065070849
611,408.7400907316309
612,1969.8309855890461
613,395.8326287825709
614,207.2153491947967
615,184.67520035522006
616,153.16014313919632
617,410.72361771832885
618,1429.945234783704
619,621.4500081582617
620,275.41285891439384
621,363.56375082210866
622,323.7431574162593
623,259.57076270462005
624,356.6163612830131
625,756.9174629624572
626,300.5489402132928
627,325.58776274692116
628,689.0858643632046
629,336.49266610342966
630,612.6402119000695
631,352.00834962784694
632,269.90900813097466
633,427.80315005574147
634,350.5741781832211
635,701.8027775641905
636,756.9891410395459
637,1221.3451494534704
638,267.85209907337304
639,1485.6552491506945
640,810.5012406433417
641,654.3973584629264
642,183.61132804600663
643,208.66664349431554
644,533.3536165687547
645,217.3425607664146
646,292.6595856460565
647,1231.1786274619105
648,250.8513331872178
649,162.43336907816234
650,1459.043575685154
651,2236.064019724404
652,1133.0321849817938
653,1264.218242997921
654,742.8736540592658
655,416.02334033489876
656,441.0802378106868
657,257.7169107058312
658,354.75016384284623
659,330.61189480669213
660,602.4911470402211
661,291.70870220924644
662,810.2849269544349
663,218.8874354757408
664,152.86922576096782
665,377.85121666126525
666,1489.0469415323762
667,440.23258691509096
668,639.9243154668187
669,472.6312672701526
670,403.39598432203616
671,291.0298422302827
672,441.2429384321562
673,197.41172284316033
674,407.637574652005
675,394.3397053386552
676,188.67020457192433
677,354.4061523769176
678,977.3389178023483
679,581.8835182574809
680,341.46103875518025
681,746.1968240152288
682,603.652553056216
683,147.1399615996399
684,92.33076432127764
685,517.8039989291565
686,313.17453640346724
687,137.92756838423284
688,554.4869707416783
689,766.0681808077773
690,154.30313610047764
691,191.88429984975852
692,322.2846293282995
693,898.6041911601333
694,176.43524120192296
695,343.01699159001276
696,133.03529788823678
697,353.29462082538674
698,320.46589923354577
699,329.6488694019285
700,223.35803379824316
701,729.5630095116951
702,493.39658647478706
703,533.1337201018432
704,254.31715098141788
705,342.098611872808
706,127.21559081008138
707,615.9558700359541
708,132.2413785865912
709,602.9495458152078
710,131.82611463521468
711,352.968278280703
712,377.09472322889525
713,412.08505045148263
714,459.4257101838808
715,678.826356045525
716,176.17539079766541
717,172.54069437329838
718,748.9174775002351
719,179.37694660964257
720,516.9545021409054
721,885.593844265552
722,146.64032613881182
723,528.0689264976609
724,325.57681306150704
725,196.20430794355866
726,272.58402155029876
727,217.06131315507514
728,168.3848656955158
729,338.0956866307287
730,1655.4465196724113
731,254.87676541916528
732,237.00028343488435
733,304.37769831021484
734,242.2792775525755
735,1120.611364911835
736,431.59419050480386
737,363.5559546644388
738,202.46676630776568
739,630.5953316135792
740,540.5700714814798
741,418.7080191093091
742,477.92497567432883
743,466.4321918015686
744,614.9969012519399
745,439.255220400602
746,1367.4994746741186
747,401.8963674788689
748,942.5941069129532
749,154.67811704641394
750,334.25004915114124
751,1006.3835774752079
752,760.3356530673618
753,678.8324459725688
754,419.19187133894286
755,131.76938285123165
756,367.44351487804437
757,421.0312754184175
758,384.3644050324144
759,607.0004146495944
760,178.45078256502921
761,123.22308782671338
762,354.5656504347136
763,246.38772589251042
764,598.7521012287392
765,315.85951129361615
766,630.956388736445
767,732.3900085652565
768,520.2752226929582
769,359.6651382923998
770,206.8887775859404
771,210.61047288075773
772,278.18081981713806
773,340.7056746420889
774,282.38916991931876
775,299.79286277411285
776,238.44349704561156
777,2385.220657412521
778,848.5533424352441
779,276.9163492908207
780,1134.8148384681413
781,773.2482241114163
782,518.2593473947628
783,209.99902769448022
784,221.60732095602629
785,440.1423753872885
786,167.93597298671355
787,266.6782634915114
788,231.26728804042546
789,256.81721323756454
790,890.198744539503
791,168.17383827234312
792,187.3467194523812
793,200.76644055628654
794,435.2341857969099
795,520.4882256742029
796,377.1053445007819
797,155.46992184630628
798,589.7782642376714
799,218.94227978888696
800,328.27416573048674
801,542.149311080182
802,1264.4758992095053
803,437.08526768831155
804,435.25760491876605
805,306.05624169332356
806,268.6231022869509
807,368.95474321965685
808,323.21805128455503
809,463.1581168712085
810,623.7782167521232
811,316.3956765054928
812,392.1763665690176
813,377.7211033515336
814,392.6974776253278
815,106.27192947960928
816,277.55169691502556
817,292.5688704947948
818,367.868059803546
819,143.22411553519566
820,743.2825974933643
821,194.49386385199452
822,497.58999974995504
823,220.05252126149674
824,131.99543882819594
825,611.6050983806442
826,204.37405946205658
827,408.72824679518993
828,636.5043567055194
829,328.33583599817194
830,294.60794598813015
831,209.45108209414897
832,396.04224053055094
833,150.28652225496847
834,340.23650532460846
835,249.03486780383318
836,671.1583959564376
837,162.02839398216818
838,622.6407048283769
839,889.8910729496117
840,421.14055072533546
841,668.2564400193029
842,396.49594975728024
843,832.4702423680136
844,467.7188129791531
845,161.3383501826385
846,1144.3607299886298
847,485.2466640442227
848,142.10953943318864
849,136.30542830816674
850,900.6774558094265
851,387.2928364736794
852,174.76054172284188
853,118.77528885540661
854,341.3190416233125
855,510.8266424536128
856,432.87754887339094
857,305.0632875191147
858,1150.145202066581
859,144.62043128910966
860,653.7111322178366
861,912.7866200850098
862,346.72937507280324
863,243.54259983393175
864,571.4684776069373
865,92.47250387475283
866,399.9222325465098
867,170.43471070507715
868,258.67497872358297
869,526.7267168981165
870,475.6129765879915
871,867.055899509964
872,450.479112314978
873,285.67652137226435
874,475.54626691080017
875,190.97000755738495
876,187.4286544881242
877,531.9601337137029
878,290.28551188772747
879,256.534222354246
880,323.87979485831664
881,1011.778327979726
882,2041.9363638744335
883,515.5195083566387
884,249.55500717301106
885,145.9605289424245
886,789.6504772937852
887,303.3468826930845
888,407.4902391920177
889,254.35168932416724
890,1625.8407649823407
891,146.4383261354698
892,1027.6072726399398
893,497.60608301821964
894,827.8830284907298
895,492.44586203465957
896,511.8330730188571
897,412.09556579888783
898,193.64298305561323
899,1355.8660523943697
900,208.80720958580005
901,238.1232346075315
902,381.2638340615208
903,351.6849275896344
904,595.2905278723241
905,175.12031415451273
906,294.1096650126275
907,704.3552234146575
908,205.22856464382025
909,292.19455149996674
910,672.4386255082575
911,368.82589535599675
912,1956.2132284874622
913,253.55175015627484
914,475.9317201405267
915,383.710410102637
916,691.4847901037723
917,630.5542058928479
918,416.44362817313237
919,651.4160809636604
920,112.577058475916
921,506.72240200168807
922,301.5718226828121
923,263.7431973462572
924,421.39487461173013
925,296.2323549616337
926,189.6573408927421
927,202.28026257587078
928,140.07219556718692
929,388.1501062286151
930,243.6743159582699
931,158.8437594447961
932,484.6542114937825
933,322.9612475664517
934,339.89831931510037
935,517.7298188998687
936,103.17826117157865
937,288.45672804912954
938,262.3679583923136
939,237.72863680079917
940,109.56900251516608
941,115.48528622622419
942,302.3151030131448
943,673.4907147875325
944,363.031208778133
945,501.51890125434875
946,199.04646518864067
947,393.25621278062175
948,835.3319783037314
949,209.32672187307162
950,242.12449973192724
951,345.91497440055474
952,719.1371440805344
953,113.7379517264243
954,1182.744065810322
955,217.54300340317673
956,427.29591912410814
957,1327.0702923712945
958,516.0685218989806
959,305.5770984805056
960,1611.3110998678228
961,940.6278654170197
962,232.0850532414629
963,122.01142850022487
964,331.4463062948515
965,201.4149314777478
966,189.31341948747175
967,1626.686556727063
968,725.348211577249
969,654.7716794324842
970,586.8422587836787
971,404.94628120009423
972,368.69618362544355
973,234.92315852679073
974,196.91055739327484
975,303.929688397256
976,190.85090536745807
977,352.91483550471355
978,524.6242666134443
979,465.12995139852
980,366.18111002429504
981,667.1714088687886
982,245.87606833431482
983,378.83682380893725
984,631.2275860042647
985,189.9822493030552
986,478.60058522330684
987,261.6565044482055
988,521.9776510828896
989,534.239553703725
990,91.56255854167554
991,332.8812366210008
992,291.1810911788268
993,105.80885743543908
994,463.14815880657295
995,174.23246593426714
996,266.4774760061982
997,280.4778124835685
998,297.08517604124506
999,233.77928704554014
