index,y
420,362.94043522566847
421,271.93366299989964
422,2195.6773766383158
423,292.39440441498596
424,1464.9421092910143
425,935.3928626480404
426,158.823010948364
427,260.12478256890324
428,388.1927231426788
429,333.46765780252593
430,268.0324451992233
431,317.4717134927048
432,191.23102199007184
433,509.88844540650405
434,814.4216546303171
435,289.78250531789325
436,231.72021430048522
437,200.61541110588547
438,701.2483810713616
439,506.43989755203387
440,219.75982817019803
441,614.6496854383495
442,337.4801380237927
443,191.10426196996264
444,112.24678170502685
445,592.8020832724985
446,278.59454213752156
447,423.4643520395295
448,165.95548207084505
449,430.04643472944286
450,197.43266978223062
451,321.8320289180293
452,924.4040065167547
453,267.33953221038314
454,575.0232308827823
455,188.23046928618658
456,150.96703216113866
457,373.05063908415264
458,277.61807077014186
459,109.66716856006548
460,763.2935384166207
461,456.66614880599525
462,559.3485454542594
463,681.09039009493
464,419.88637472010697
465,117.91216509128473
466,630.7853966129315
467,196.8933202021659
468,509.57937730796965
469,385.4021693875587
470,766.0985823299126
471,488.15868757590687
472,158.34774836283935
473,242.77109470919265
474,297.21099400595966
475,663.1383884243237
476,401.9018735800175
477,105.10963101521972
478,212.62237257210174
479,235.65802398420536
480,441.74699004083226
481,316.8582022939031
482,436.66215864461054
483,948.1848156899775
484,656.4743721498595
485,727.4498163960112
486,133.3990326456368
487,403.34547264628526
488,140.6609668626327
489,256.09004488799593
490,243.22424811393918
491,175.9287094306429
492,141.78393520696093
493,261.3150280824961
494,676.0987417807676
495,324.81362475754906
496,498.69844149527944
497,551.6645257159927
498,756.2896658706601
499,101.70424315402431
500,713.5094834155459
501,315.13294104398585
502,248.95632038254283
503,438.3626196378698
504,646.9622745843617
505,1228.3776306650475
506,124.4567075721837
507,509.8361655491007
508,413.4227472715853
509,112.89738874543158
510,391.1359697521013
511,229.6233583513176
512,235.33587257241044
513,348.7897237763888
514,240.75656384690438
515,993.7780395792328
516,549.1375273100125
517,87.77114399055691
518,540.5147325600341
519,163.65208140707313
520,189.63202364077955
521,420.5222172918223
522,585.6576803052885
523,546.3563503742773
524,124.05773313612497
525,453.0882262286297
526,104.8233505786274
527,348.2112448476356
528,493.3163760151857
529,206.86683909618458
530,506.6557995619093
531,1090.8316200200634
532,410.6040400597229
533,342.4611213966885
534,375.51612271316765
535,311.9201478775733
536,311.81320615063595
537,166.8187148319542
538,164.39523634662618
539,196.4860802109152
540,402.8607720743055
541,581.4374394524507
542,472.00722899862524
543,339.58906595194696
544,331.33214179347635
545,135.14132295180178
546,300.322082837436
547,518.552290908043
548,819.4347176688493
549,164.8655535030621
550,238.81846238869488
551,610.0738417593152
552,713.0704525737949
553,531.5999744607063
554,844.0757677632475
555,761.5072648320775
556,381.732224543444
557,111.41842567921466
558,154.1078958733043
559,554.2497560537876
560,599.1448350875539
561,676.29247216224
562,492.70603604513497
563,530.7937329585188
564,179.76641685822176
565,291.27709570168037
566,332.56853297329303
567,507.72388718038417
568,243.66935268104908
569,163.4275889516897
570,319.4899897445318
571,249.31773112062794
572,940.2907713625168
573,194.4676490564952
574,459.90996821874546
575,870.8851696224198
576,641.7090523937894
577,221.91550573826197
578,444.32891050001984
579,715.7801349915451
580,223.0751252079795
581,849.3949803418208
582,728.5987130562969
583,241.85663444105518
584,577.1743339491721
585,325.35274983094325
586,364.2461386554869
587,281.0445404489855
588,289.1386961093894
589,318.37255719624807
590,207.81630246689082
591,147.27199741828136
592,1353.9110081218823
593,439.5401186165303
594,241.42743212170387
595,723.2512220855192
596,357.1194527488782
597,242.95975696142986
598,405.17610991770556
599,657.3293103709044
600,127.22832030580652
601,240.57215746943427
602,1173.9332041899897
603,515.7183471620795
604,222.6559913585553
605,262.26340192779344
606,166.13409310674896
607,200.13269674445914
608,523.2286879240182
609,196.9079608120994
610,658.3301429209894
611,409.9379903903764
612,1924.023563000983
613,397.62865285292094
614,208.20136637604045
615,185.20731384070746
616,153.6496964196079
617,411.8210079154911
618,1402.2783983647846
619,623.9211096897534
620,275.8101611592925
621,363.22809249469844
622,325.69237962908363
623,260.0942226938828
624,357.52073426468394
625,759.5382014074612
626,300.7571829724179
627,325.5112303451538
628,690.3794596561
629,338.5847555849303
630,611.9157837181599
631,354.0996612914835
632,271.3327452161954
633,428.6842948803006
634,353.03190858974256
635,699.5410544017373
636,756.7450774893991
637,1184.1735307802137
638,269.5741301002329
639,1482.3831587084
640,812.424044705501
641,652.8772062915423
642,183.6802723811204
643,208.75749474254965
644,534.9578677044001
645,218.20137380120877
646,292.60330946774894
647,1210.865618423949
648,252.46777906026006
649,162.63686874514948
650,1464.67284746841
651,2160.8066142171733
652,1128.966349872394
653,1234.2259071313244
654,744.1767245923634
655,417.94044747707454
656,440.99247598279976
657,259.74861284082414
658,356.4639953921002
659,332.1558425116307
660,602.5648328274251
661,292.2361732568268
662,805.7188657233413
663,219.317785521173
664,153.46882299937812
665,379.9704254060134
666,1468.2432598232767
667,440.27008085863594
668,636.6604841907686
669,473.33151256351874
670,405.40515439006356
671,292.47384418170304
672,441.9942111973115
673,198.97428709224297
674,408.67288369229743
675,396.0435272127604
676,188.84709003680342
677,356.5237070502331
678,965.9668471076446
679,582.785349621672
680,343.85335273519314
681,745.2186966272022
682,605.1410947048597
683,146.56075042116362
684,91.85648227877942
685,516.1457627064635
686,314.28735830924876
687,138.09849096372852
688,553.8908089783782
689,765.2461621570408
690,155.31449373070708
691,191.55615578528693
692,324.44824354484945
693,886.7125819493008
694,176.61427220208333
695,344.7164661010362
696,133.62274066015544
697,354.72542630806527
698,322.1920737715276
699,330.34048113099055
700,223.57567323005833
701,726.4766919279364
702,494.46820135398286
703,532.3732388489366
704,256.17270532213666
705,343.425197912246
706,127.92538732183833
707,614.1810462134868
708,132.06137401011696
709,602.506538783261
710,132.32714791483622
711,354.85178374204713
712,379.1634875466981
713,411.9174564699817
714,462.2735615477518
715,679.1815699240251
716,178.2061998839925
717,172.02559813045156
718,745.6909075512332
719,179.38079202974956
720,517.0872759109925
721,881.747455719355
722,147.0863592842232
723,529.6234698568462
724,327.52500044089015
725,197.44294410264308
726,272.39435440211975
727,218.15505155941875
728,167.47011906337073
729,338.80015314363294
730,1584.8583385788052
731,256.0604661242447
732,238.50359309411803
733,305.0012486339096
734,243.10515241794937
735,1125.6361328238993
736,433.70476357265727
737,365.37540796936173
738,203.6282951315938
739,627.449170225543
740,541.425334092321
741,420.8806627740613
742,479.0483834985881
743,468.55913957300805
744,610.5552315400539
745,440.9807473936793
746,1348.1959301620866
747,403.8512669864165
748,933.941144581397
749,154.99349046795263
750,335.50528316666674
751,996.8865816661136
752,765.4524449938485
753,678.5530537155892
754,421.12344872706564
755,130.82266540776777
756,367.14513938634525
757,421.463466261494
758,385.631560990781
759,607.0381980102023
760,178.78673278306763
761,123.10040490630985
762,354.8922494055024
763,247.85315611503597
764,597.2458647295125
765,317.39807297411795
766,633.6899503555057
767,729.683147960795
768,520.0200148469669
769,361.60156764549424
770,207.24235461457747
771,211.9949629919265
772,279.5447161724573
773,344.07483555163714
774,280.9199503089504
775,300.442285720569
776,238.91506615905013
777,2297.059275951924
778,845.4145631930262
779,277.9382914311933
780,1124.4997665283277
781,771.74343721995
782,520.4416952863523
783,211.42523321529495
784,222.52847028394098
785,441.92728431508056
786,167.66171392409524
787,268.6873381895066
788,231.25190806166137
789,258.20817033337073
790,883.6600832243826
791,169.03727529614747
792,188.0452965024294
793,200.8954891311458
794,435.8526778973284
795,520.1492579019728
796,377.2526302149007
797,155.5971751992755
798,591.3162076927138
799,218.87044210574132
800,330.47224623195274
801,543.2979400290889
802,1262.10543419246
803,439.2150058000225
804,436.2547870315602
805,307.89060951257505
806,269.1051604636507
807,371.1876682373185
808,324.4958583678312
809,463.254933396618
810,624.7663582304955
811,319.84724280841897
812,393.3018338512652
813,378.16751628884856
814,393.19181451384304
815,105.84633264181677
816,277.16603975004824
817,293.2635077307597
818,367.79263339236496
819,144.67852204343376
820,743.2143632266454
821,194.76828223259685
822,500.1194192649335
823,220.54057254980003
824,132.83340478391528
825,611.4662873889517
826,205.30635878829077
827,409.40853509428104
828,636.6073299988517
829,330.25671071391196
830,294.63858144689857
831,210.14403475917695
832,396.2394980570041
833,150.707185131514
834,340.7928556598778
835,248.76733398555717
836,669.9756679720033
837,161.61939806230907
838,622.0530826766395
839,883.6277545522877
840,423.31316526699777
841,668.0254130151925
842,396.25983257927834
843,826.8301183199487
844,468.72163506480297
845,161.86181605904883
846,1126.3004243571247
847,485.904568405595
848,141.9121053347166
849,135.68431170104984
850,887.5331991423757
851,387.0699744522191
852,175.1439240095524
853,118.73842998911863
854,341.3532390915893
855,512.0964294929959
856,435.5520566280676
857,306.6936829880312
858,1147.9313320008582
859,145.5311704503963
860,653.106809284675
861,910.6372937167108
862,347.5013395808175
863,245.6504620502692
864,569.2829077046619
865,92.38470739827677
866,401.7445592596497
867,171.61303052739976
868,259.6373565832557
869,528.4963663710827
870,476.94120736599734
871,863.1437269685111
872,452.44014629797266
873,287.1747070717022
874,474.3986705949196
875,191.19211778962554
876,187.41311032224218
877,532.0042506940963
878,292.2377220112696
879,258.6806182774773
880,325.2606143557839
881,988.7680259075601
882,2030.0940821455856
883,516.2198188617366
884,249.49948333897086
885,145.06410313390475
886,790.9754647444169
887,304.93288278884006
888,407.77601193277843
889,255.1302258204585
890,1589.3408365027578
891,146.34736609717106
892,1015.8048251545142
893,497.7215494649917
894,825.1523395775441
895,493.3447559830323
896,512.3179919842614
897,412.9465730457212
898,193.9769398352061
899,1319.997747816879
900,208.3936096345712
901,239.84439706176704
902,381.4873209394066
903,353.15022420981836
904,593.1977730774672
905,175.3600705080052
906,295.4355524384723
907,702.4021190084608
908,205.23516095836837
909,293.91701900338603
910,667.8329938184133
911,368.79353120094777
912,1967.2788792128472
913,254.46224029698627
914,477.13469898512346
915,385.92610808432903
916,690.4126505828581
917,629.0815048963373
918,416.01708172763244
919,652.2292687153232
920,112.89107541624597
921,507.5960762230489
922,303.3623689093668
923,263.86310344237177
924,423.8190481184937
925,298.2582851163177
926,190.93556278688828
927,203.6706975382279
928,141.04969263935442
929,389.7269255311279
930,244.71469939779226
931,159.76041540277504
932,486.29110332692767
933,324.4980970706388
934,341.1433349117283
935,516.1891967793104
936,102.93060969206907
937,288.7928700166959
938,261.7777385873391
939,238.16725681460238
940,109.68402327685098
941,115.24932277741291
942,304.992634661986
943,671.8486697656142
944,363.2328822029535
945,502.43644295870774
946,199.02094798607942
947,393.54897095064916
948,829.454319205182
949,210.99080442154357
950,242.3587932700034
951,348.0961564453114
952,718.7441234261785
953,112.6648004172275
954,1178.665513248031
955,217.56086438242409
956,428.8610130344838
957,1323.7048655476833
958,515.8265531088746
959,306.03818578696473
960,1619.9165354532051
961,941.6220351019105
962,233.53912309056588
963,122.42992880821498
964,332.6027224120504
965,201.90556621740586
966,190.21409766570156
967,1593.3512924463596
968,722.604651897483
969,653.6386150050141
970,587.6856998216396
971,406.19850184267364
972,370.83920779341827
973,237.05657328034448
974,197.4614063982018
975,304.82312521770643
976,192.31473861965932
977,353.8622025583605
978,525.4908167512785
979,464.58527499386594
980,367.789121673566
981,665.4673752542157
982,245.58865907313827
983,379.10438005800063
984,629.3656816461405
985,189.9598695402056
986,479.8444741230258
987,263.1584091590846
988,522.4871552337503
989,533.8736774402239
990,91.30515303992681
991,334.8102065499272
992,290.5038613024781
993,105.41031006625113
994,462.82435868822824
995,174.73110414025507
996,268.661150718723
997,282.7330272646367
998,297.937164272373
999,234.20538862028556
